Ticker,Date,Surprise,Year,Month,Day,Security,GICS Sector,GICS Sub Industry,Address of Headquarters,CIK
BK,20161020,13.92405063,2016,9,20,The Bank of New York Mellon Corp.,Financials,Asset Management & Custody Banks,New York; New York,1390777
BLK,20161018,-4.363636364,2016,9,18,BlackRock,Financials,Asset Management & Custody Banks,New York; New York,1364742
BLL,20161103,-100,2016,10,3,Ball Corp,Materials,Metal & Glass Containers,Broomfield; Colorado,9389
BSX,20161026,-24.77876106,2016,9,26,Boston Scientific,Health Care,Health Care Equipment,Marlborough; Massachusetts[4],885725
BWA,20161027,-54.80880649,2016,9,27,BorgWarner,Consumer Discretionary,Auto Parts & Equipment,Auburn Hills; Michigan,908255
BXP,20161025,-27.53623188,2016,9,25,Boston Properties,Real Estate,Office REITs,Boston; Massachusetts,1037540
C,20161014,-7.943578322,2016,9,14,Citigroup Inc.,Financials,Diversified Banks,New York; New York,831001
CA,20160126,27.45098039,2016,0,26,CA; Inc.,Information Technology,Systems Software,Islandia; New York,356028
CAG,20160407,-35.9375,2016,3,7,ConAgra Foods Inc.,Consumer Staples,Packaged Foods & Meats,Omaha; Nebraska,23217
CAH,20160428,-13.97058824,2016,3,28,Cardinal Health Inc.,Health Care,Health Care Distributors,Dublin; Ohio,721371
CAT,20161025,-217.9361179,2016,9,25,Caterpillar Inc.,Industrials,Construction & Farm Machinery & Heavy Trucks,Peoria; Illinois,18230
CB,20161025,22.81449893,2016,9,25,Chubb Limited,Financials,Property & Casualty Insurance,Zurich; Switzerland,896159
CBOE,20161028,-24.01215805,2016,9,28,CBOE Holdings,Financials,Financial Exchanges & Data,Chicago; Illinois,1374310
CBS,20161103,16.8699187,2016,10,3,CBS Corp.,Consumer Discretionary,Broadcasting & Cable TV,New York; New York,813828
CCI,20161020,-29.72972973,2016,9,20,Crown Castle International Corp.,Real Estate,Specialized REITs,Houston; Texas,1051470
CCL,20160926,271.1538462,2016,8,26,Carnival Corp.,Consumer Discretionary,Hotels; Resorts & Cruise Lines,Miami; Florida,815097
CELG,20161027,-83.10539019,2016,9,27,Celgene Corp.,Health Care,Biotechnology,Summit; New Jersey,816284
CERN,20161101,-4.6692607,2016,10,1,Cerner,Health Care,Health Care Technology,North Kansas City; Missouri,804753
CF,20161102,-187.8378378,2016,10,2,CF Industries Holdings Inc,Materials,Fertilizers & Agricultural Chemicals,Deerfield; Illinois,1324404
CFG,20161021,20.95032397,2016,9,21,Citizens Financial Group,Financials,Regional Banks,Providence; Rhode Island,759944
CHD,20161103,0.858369099,2016,10,3,Church & Dwight,Consumer Staples,Household Products,Ewing; New Jersey,313927
CHK,20161103,-1011.242604,2016,10,3,Chesapeake Energy,Energy,Oil & Gas Exploration & Production,Oklahoma City; Oklahoma,895126
CHRW,20161025,5.50996483,2016,9,25,C. H. Robinson Worldwide,Industrials,Air Freight & Logistics,Eden Prairie; Minnesota,1043277
CI,20161103,-22.2614841,2016,10,3,CIGNA Corp.,Health Care,Managed Health Care,Philadelphia; Pennsylvania,701221
CINF,20161025,30.12048193,2016,9,25,Cincinnati Financial,Financials,Property & Casualty Insurance,Fairfield; Ohio,20286
CL,20161027,18.18181818,2016,9,27,Colgate-Palmolive,Consumer Staples,Household Products,New York; New York,21665
CLX,20160503,2.023608769,2016,4,3,The Clorox Company,Consumer Staples,Household Products,Oakland; California,21076
CMA,20161018,0,2016,9,18,Comerica Inc.,Financials,Diversified Banks,Dallas; Texas,28412
CME,20161027,19.82758621,2016,9,27,CME Group Inc.,Financials,Financial Exchanges & Data,Chicago; Illinois,1156375
CMG,20161025,-82.44473342,2016,9,25,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,Denver; Colorado,1058090
CMI,20161101,-7.626208378,2016,10,1,Cummins Inc.,Industrials,Industrial Machinery,Columbus; Indiana,26172
CMS,20161027,-27.95698925,2016,9,27,CMS Energy,Utilities,Multi-Utilities,Jackson; Michigan,811156
CNC,20161025,-13.13340228,2016,9,25,Centene Corporation,Health Care,Managed Health Care,St Louis; Missouri,1071739
CNP,20161104,7.894736842,2016,10,4,CenterPoint Energy,Utilities,Multi-Utilities,Houston; Texas,1130310
COF,20161025,-5.70719603,2016,9,25,Capital One Financial,Financials,Consumer Finance,Tysons Corner; Virginia,927628
COG,20161028,-118.018018,2016,9,28,Cabot Oil & Gas,Energy,Oil & Gas Exploration & Production,Houston; Texas,858470
COH,20160426,-15.43340381,2016,3,26,Coach Inc.,Consumer Discretionary,Apparel; Accessories & Luxury Goods,New York; New York,1116132
COL,20160725,14.78873239,2016,6,25,Rockwell Collins,Industrials,Aerospace & Defense,Cedar Rapids; Iowa,1137411
COO,20160901,-15.36643026,2016,8,1,The Cooper Companies,Health Care,Health Care Supplies,Pleasanton; California,711404
COP,20161027,-524.2424242,2016,9,27,ConocoPhillips,Energy,Oil & Gas Exploration & Production,Houston; Texas,1163165
COST,20160525,-11.11111111,2016,4,25,Costco Co.,Consumer Staples,Hypermarkets & Super Centers,Issaquah; Washington,909832
COTY,20160503,-134.0425532,2016,4,3,Coty; Inc,Consumer Staples,Personal Products,New York; NY,1024305
CPB,20160520,-12.85081241,2016,4,20,Campbell Soup,Consumer Staples,Packaged Foods & Meats,Camden; New Jersey,16732
CRM,20151118,-133.3333333,2015,10,18,Salesforce.com,Information Technology,Internet Software & Services,San Francisco; California,1108524
CSCO,20160518,-11.53846154,2016,4,18,Cisco Systems,Information Technology,Communications Equipment,San Jose; California,858877
CSRA,20160210,-42,2016,1,10,CSRA Inc.,Information Technology,IT Consulting & Other Services,Falls Church; Virginia,1646383
CSX,20161012,17.93611794,2016,9,12,CSX Corp.,Industrials,Railroads,Jacksonville; Florida,277948
CTAS,20160322,-8.188976378,2016,2,22,Cintas Corporation,Industrials,Diversified Support Services,Mason; Ohio,723254
CTL,20161031,-28.20512821,2016,9,31,CenturyLink Inc,Telecommunications Services,Integrated Telecommunications Services,Monroe; Louisiana,18926
CTSH,20161107,-5.071521456,2016,10,7,Cognizant Technology Solutions,Information Technology,IT Consulting & Other Services,Teaneck; New Jersey,1058290
CTXS,20161019,-3.225806452,2016,9,19,Citrix Systems,Information Technology,Internet Software & Services,Fort Lauderdale; Florida,877890
CVS,20161108,11.37071651,2016,10,8,CVS Health,Consumer Staples,Drug Retail,Woonsocket; Rhode Island,64803
CVX,20161028,-30.6122449,2016,9,28,Chevron Corp.,Energy,Integrated Oil & Gas,San Ramon; California,93410
CXO,20161108,435.2112676,2016,10,8,Concho Resources,Energy,Oil & Gas Exploration & Production,Midland; Texas,1358071
D,20161031,13.75387797,2016,9,31,Dominion Resources,Utilities,Electric Utilities,Richmond; Virginia,715957
DAL,20161013,-0.412492634,2016,9,13,Delta Air Lines,Industrials,Airlines,Atlanta; Georgia,27904
DD,20161025,-99.35897436,2016,9,25,Du Pont (E.I.),Materials,Diversified Chemicals,Wilmington; Delaware,30554
DE,20160819,9.929078014,2016,7,19,Deere & Co.,Industrials,Construction & Farm Machinery & Heavy Trucks,Moline; Illinois,315189
DFS,20161025,6.412005457,2016,9,25,Discover Financial Services,Financials,Consumer Finance,Riverwoods; Illinois,1393612
DG,20151203,-22.86995516,2015,11,3,Dollar General,Consumer Discretionary,General Merchandise Stores,Goodlettsville; Tennessee,29534
DGX,20161020,18.06167401,2016,9,20,Quest Diagnostics,Health Care,Health Care Services,Madison; New Jersey,1022079
DHI,20160721,20.87912088,2016,6,21,D. R. Horton,Consumer Discretionary,Homebuilding,Fort Worth; Texas,882184
DHR,20161020,-15.55555556,2016,9,20,Danaher Corp.,Health Care,Health Care Equipment,Washington; D.C.,313616
DIS,20160809,6.21242485,2016,7,9,The Walt Disney Company,Consumer Discretionary,Broadcasting & Cable TV,Burbank; California,1001039
DISCA,20161101,-29.41176471,2016,10,1,Discovery Communications-A,Consumer Discretionary,Cable & Satellite,Silver Spring; Maryland,1437107
DISCK,20161101,-29.41176471,2016,10,1,Discovery Communications-C,Consumer Discretionary,Cable & Satellite,Silver Spring; Maryland,1437107
DLPH,20161102,-32.70440252,2016,10,2,Delphi Automotive,Consumer Discretionary,Auto Parts & Equipment,Gillingham; Kent; United Kingdom,1521332
DLR,20161027,252.1126761,2016,9,27,Digital Realty Trust,Real Estate,Specialized REITs,San Francisco; California,1297996
DLTR,20151124,-38.05309735,2015,10,24,Dollar Tree,Consumer Discretionary,General Merchandise Stores,Chesapeake; Virginia,935703
DOV,20161019,13.69863014,2016,9,19,Dover Corp.,Industrials,Industrial Machinery,Downers Grove; Illinois,29905
DOW,20161027,-33.68421053,2016,9,27,Dow Chemical,Materials,Diversified Chemicals,Midland; Michigan,29915
DPS,20161027,27.97619048,2016,9,27,Dr Pepper Snapple Group,Consumer Staples,Soft Drinks,Plano; Texas,1418135
DRI,20160405,-27.5862069,2016,3,5,Darden Restaurants,Consumer Discretionary,Restaurants,Orlando; Florida,940944
DTE,20161026,27.02702703,2016,9,26,DTE Energy Co.,Utilities,Multi-Utilities,Detroit; Michigan,936340
DVA,20161102,185.4188211,2016,10,2,DaVita Inc.,Health Care,Health Care Facilities,Denver; Colorado,927066
DVN,20161101,545.0511945,2016,10,1,Devon Energy Corp.,Energy,Oil & Gas Exploration & Production,Oklahoma City; Oklahoma,1090012
EA,20160128,-109.0322581,2016,0,28,Electronic Arts,Information Technology,Home Entertainment Software,Redwood City; California,712515
EBAY,20161019,-20,2016,9,19,eBay Inc.,Information Technology,Internet Software & Services,San Jose; California,1065088
ECL,20161101,44.64692483,2016,10,1,Ecolab Inc.,Materials,Specialty Chemicals,St. Paul; Minnesota,31462
ED,20161103,14.08450704,2016,10,3,Consolidated Edison,Utilities,Electric Utilities,New York; New York,1047862
EFX,20161026,1.489757914,2016,9,26,Equifax Inc.,Industrials,Research & Consulting Services,Atlanta; Georgia,33185
EIX,20161101,40.64230343,2016,10,1,Edison Int'l,Utilities,Electric Utilities,Rosemead; California,827052
EL,20160503,0,2016,4,3,Estee Lauder Cos.,Consumer Staples,Personal Products,New York; New York,1001250
EMN,20161027,-11.36363636,2016,9,27,Eastman Chemical,Materials,Diversified Chemicals,Kingsport; Tennessee,915389
EMR,20160802,10.44776119,2016,7,2,Emerson Electric Company,Industrials,Electrical Components & Equipment,Ferguson; Missouri,32604
EOG,20161103,-1350,2016,10,3,EOG Resources,Energy,Oil & Gas Exploration & Production,Houston; Texas,821189
EQIX,20161102,-37.03703704,2016,10,2,Equinix,Real Estate,Specialized REITs,Redwood City; California,1101239
EQT,20161027,-136.4963504,2016,9,27,EQT Corporation,Energy,Oil & Gas Exploration & Production,Pittsburgh; Pennsylvania,33213
ES,20161101,0,2016,10,1,Eversource Energy,Utilities,Multi-Utilities,Springfield; Massachusetts,72741
ESRX,20161025,22.86324786,2016,9,25,Express Scripts,Health Care,Health Care Distributors,Cool Valley; Missouri,1532063
ESS,20161027,-0.99009901,2016,9,27,Essex Property Trust; Inc.,Real Estate,Residential REITs,Palo Alto; California,920522
ETFC,20161020,26.55086849,2016,9,20,E*Trade,Financials,Investment Banking & Brokerage,New York; New York,1015780
ETN,20161101,21.05263158,2016,10,1,Eaton Corporation,Industrials,Electrical Components & Equipment,Dublin; Ireland,1551182
ETR,20161025,75.6097561,2016,9,25,Entergy Corp.,Utilities,Electric Utilities,New Orleans; Louisiana,65984
EW,20161025,-20.14742015,2016,9,25,Edwards Lifesciences,Health Care,Health Care Equipment,Irvine; California,1099800
EXC,20161026,-28.76344086,2016,9,26,Exelon Corp.,Utilities,Multi-Utilities,Chicago; Illinois,1109357
EXPD,20161108,3.50877193,2016,10,8,Expeditors Int'l,Industrials,Air Freight & Logistics,Seattle; Washington,746515
EXPE,20161027,-1621.008403,2016,9,27,Expedia Inc.,Consumer Discretionary,Internet & Direct Marketing Retail,Bellevue; Washington,1324424
EXR,20161026,55,2016,9,26,Extra Space Storage,Real Estate,Specialized REITs,Salt Lake City; UT,1289490
F,20161027,-47.25274725,2016,9,27,Ford Motor,Consumer Discretionary,Automobile Manufacturers,Dearborn; Michigan,37996
FAST,20161011,-8.333333333,2016,9,11,Fastenal Co,Industrials,Building Products,Winona; Minnesota,815556
FB,20161102,4.72541507,2016,10,2,Facebook,Information Technology,Internet Software & Services,Menlo Park; California,1326801
FBHS,20161026,47.09864603,2016,9,26,Fortune Brands Home & Security,Industrials,Building Products,Deerfield; Illinois,1519751
FCX,20161025,-26.54166667,2016,9,25,Freeport-McMoRan Inc.,Materials,Copper,Phoenix; Arizona,831259
FDX,20160316,-47.27793696,2016,2,16,FedEx Corporation,Industrials,Air Freight & Logistics,Memphis; Tennessee,1048911
FE,20161104,15.58441558,2016,10,4,FirstEnergy Corp,Utilities,Electric Utilities,Akron; Ohio,1031296
FFIV,20160720,-1.932712956,2016,6,20,F5 Networks,Information Technology,Communications Equipment,Seattle; Washington,1048695
FIS,20161101,-6.666666667,2016,10,1,Fidelity National Information Services,Information Technology,Internet Software & Services,Jacksonville; Florida,1136893
FISV,20161026,-7.957813998,2016,9,26,Fiserv Inc,Information Technology,Internet Software & Services,Brookfield; Wisconsin,798354
FITB,20161020,68.83116883,2016,9,20,Fifth Third Bancorp,Financials,Regional Banks,Cincinnati; Ohio,35527
FL,20151120,-62.98701299,2015,10,20,Foot Locker Inc,Consumer Discretionary,Apparel Retail,New York; New York,850209
FLIR,20161026,21.12676056,2016,9,26,FLIR Systems,Information Technology,Electronic Equipment & Instruments,Wilsonville; Oregon,354908
FLR,20161103,-96.45390071,2016,10,3,Fluor Corp.,Industrials,Diversified Commercial Services,Irving; Texas,1124198
FLS,20161027,-135.5555556,2016,9,27,Flowserve Corporation,Industrials,Industrial Machinery,Irving; Texas,30625
FMC,20161102,-12.60744986,2016,10,2,FMC Corporation,Materials,Fertilizers & Agricultural Chemicals,Philadelphia; Pennsylvania,37785
FOX,20160504,-21.42857143,2016,4,4,Twenty-First Century Fox Class B,Consumer Discretionary,Publishing,New York; New York,1308161
FOXA,20160504,-21.42857143,2016,4,4,Twenty-First Century Fox Class A,Consumer Discretionary,Publishing,New York; New York,1308161
FRT,20161102,1.234567901,2016,10,2,Federal Realty Investment Trust,Real Estate,Retail REITs,Rockville; Maryland,34903
FTI,20161019,-12.28070175,2016,9,19,FMC Technologies Inc.,Energy,Oil & Gas Equipment & Services,Houston; Texas,1135152
FTV,20161027,18.18181818,2016,9,27,Fortive Corp,Industrials,Industrial Machinery,Everett; Washington,1659166
GD,20161026,1.431492843,2016,9,26,General Dynamics,Industrials,Aerospace & Defense,Falls Church; Virginia,40533
GGP,20161031,311.7647059,2016,9,31,General Growth Properties Inc.,Real Estate,Retail REITs,Chicago; Illinois,895648
GILD,20161101,17.45283019,2016,10,1,Gilead Sciences,Health Care,Biotechnology,Foster City; California,882095
